id,IDTechnology,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
931,930,,188267,mo,mongols,mongol,wedge-rivets-3,Wedge Rivets,technology,Increase the ranged armor of all non-siege units by +1.,wedge-rivets,Wedge Rivets,upgrade_ranged_armor_ii,Increase the ranged armor of all non-siege units by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
932,931,,205916,mo,mongols,mongol,wheelbarrow-1,Wheelbarrow,technology,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,wheelbarrow,Wheelbarrow,upgrade_unit_town_center_wheelbarrow_1_mon,Increase the carry capacity of Villagers by +5 and their movement speed by +15%.,1,,0,150,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
933,932,,169038,mo,mongols,mongol,wheelbarrow-improved-1,Wheelbarrow (Improved),technology,"Increase Villagers' resource carry capacity by +9 and movement speed by +15%.
If Wheelbarrow has already been researched, increase carry capacity by +4 instead.",wheelbarrow-improved,Wheelbarrow (Improved),upgrade_unit_wheelbarrow_1_improved_mon,"Increase Villagers' resource carry capacity by +9 and movement speed by +15%.
If Wheelbarrow has already been researched, increase carry capacity by +4 instead.",1,,0,150,50,200,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
934,933,,205551,mo,mongols,mongol,whistling-arrows-1,Whistling Arrows,technology,Increase the Khan's Signal Arrow duration by +5 seconds and range by +2 tiles.,whistling-arrows,Whistling Arrows,upgrade_khan_signal_arrow_mon,Increase the Khan's Signal Arrow duration by +5 seconds and range by +2 tiles.,1,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
935,934,,205802,mo,mongols,mongol,whistling-arrows-improved-2,Whistling Arrows (Improved),technology,"Increase the Khan's Signal Arrow duration by +7 seconds and range by +3 tiles.
If Whistling Arrows has already been researched, increase the Khan's Signal Arrow duration by +2 seconds and range by +1 tile.",whistling-arrows-improved,Whistling Arrows (Improved),upgrade_khan_signal_arrow_improved_mon,"Increase the Khan's Signal Arrow duration by +7 seconds and range by +3 tiles.
If Whistling Arrows has already been researched, increase the Khan's Signal Arrow duration by +2 seconds and range by +1 tile.",2,,50,125,0,175,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
936,935,,205554,mo,mongols,mongol,yam-network-3,Yam Network,technology,Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.,yam-network,Yam Network,upgrade_ortoo_all_units_mon,Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
937,936,,2129166,mo,mongols,mongol,yam-network-improved-4,Yam Network (Improved),technology,"Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.
Improved Yam Network allows Traders to regenerate 1 health every 2 seconds while in Yam's aura.",yam-network-improved,Yam Network (Improved),upgrade_ortoo_all_units_improved_mon,"Yam speed aura applies to all units instead of just Traders and cavalry units. Does not apply to siege engines.
Improved Yam Network allows Traders to regenerate 1 health every 2 seconds while in Yam's aura.",4,,0,250,100,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
938,937,,130999,od,orderofthedragon,hre_ha_01,adjustable-crossbars-4,Adjustable Crossbars,technology,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",adjustable-crossbars,Adjustable Crossbars,upgrade_siege_adjustable_crossbar,"Increases Mangonel range by +1, blast radius by +100%, and adds +1 projectile to attacks.",4,,0,1200,1000,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
939,938,,188268,od,orderofthedragon,hre_ha_01,angled-surfaces-4,Angled Surfaces,technology,Increase the ranged armor of all non-siege units by +1.,angled-surfaces,Angled Surfaces,upgrade_ranged_armor_iii,Increase the ranged armor of all non-siege units by +1.,4,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
940,939,,196879,od,orderofthedragon,hre_ha_01,armored-hull-3,Armored Hull,technology,Increase the health of all military ships by +20% and ranged armor by +1.,armored-hull,Armored Hull,upgrade_naval_armored_hull,Increase the health of all military ships by +20% and ranged armor by +1.,3,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
941,940,,127325,od,orderofthedragon,hre_ha_01,arrowslits-2,Arrowslits,technology,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,arrowslits,Arrowslits,upgrade_outpost_arrowslits,Add defensive arrowslits to this structure and increase garrison arrow range by +1. Only one weapon emplacement can be added.,2,,0,25,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
942,941,,188270,od,orderofthedragon,hre_ha_01,balanced-projectiles-3,Balanced Projectiles,technology,Increase the ranged damage of all arrows and bolts by +1.,balanced-projectiles,Balanced Projectiles,upgrade_ranged_damage_ii,Increase the ranged damage of all arrows and bolts by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
943,942,,127850,od,orderofthedragon,hre_ha_01,biology-4,Biology,technology,Investing in natural sciences increases the health of all cavalry by +30%.,biology,Biology,upgrade_tech_university_biology,Investing in natural sciences increases the health of all cavalry by +30%.,4,,500,1000,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
944,943,,187694,od,orderofthedragon,hre_ha_01,bloomery-2,Bloomery,technology,Increase the melee damage of all non-siege units by +1.,bloomery,Bloomery,upgrade_melee_damage_i,Increase the melee damage of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
945,944,,2140681,od,orderofthedragon,hre_ha_01,bodkin-bolts-4,Bodkin Bolts,technology,Gilded Crossbowmen deal +20 damage against Siege units.,bodkin-bolts,Bodkin Bolts,upgrade_crossbow_siege_damage_hre_ha_01,Gilded Crossbowmen deal +20 damage against Siege units.,4,,300,700,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
946,945,,128447,od,orderofthedragon,hre_ha_01,boiling-oil-3,Boiling Oil,technology,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,boiling-oil,Boiling Oil,upgrade_tech_university_murder_holes_4,Towers and Keeps gain a boiling oil attack against nearby units that deals 30 damage.,3,,0,500,0,200,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
947,946,,185626,od,orderofthedragon,hre_ha_01,cannon-emplacement-4,Cannon Emplacement,technology,Add a defensive cannon emplacement to this structure.,cannon-emplacement,Cannon Emplacement,upgrade_keep_cannon,Add a defensive cannon emplacement to this structure.,4,,0,125,0,375,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
948,947,,124734,od,orderofthedragon,hre_ha_01,chemistry-4,Chemistry,technology,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,chemistry,Chemistry,upgrade_siege_chemistry,Advancements in alchemical research increase the bonus damage of all gunpowder siege weapons by +25%.,4,,200,650,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
949,948,,128427,od,orderofthedragon,hre_ha_01,court-architects-4,Court Architects,technology,Patronage of the finest builders increases all building health by +30%.,court-architects,Court Architects,upgrade_tech_university_architecture_4,Patronage of the finest builders increases all building health by +30%.,4,,0,700,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
950,949,,171837,od,orderofthedragon,hre_ha_01,crosscut-saw-4,Crosscut Saw,technology,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,crosscut-saw,Crosscut Saw,upgrade_econ_resource_wood_harvest_rate_4,Increase Villagers' gathering rate for Wood by 15% and Wood gatherers carry capacity by +5.,4,,250,500,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
951,950,,171824,od,orderofthedragon,hre_ha_01,cupellation-4,Cupellation,technology,Gold gatherers drop off 15% more resources.,cupellation,Cupellation,upgrade_econ_resource_gold_harvest_rate_4,Gold gatherers drop off 15% more resources.,4,,0,500,250,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
952,951,,188010,od,orderofthedragon,hre_ha_01,damascus-steel-4,Damascus Steel,technology,Increase the melee damage of all non-siege units by +1.,damascus-steel,Damascus Steel,upgrade_melee_damage_iii,Increase the melee damage of all non-siege units by +1.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
953,952,,187997,od,orderofthedragon,hre_ha_01,decarbonization-3,Decarbonization,technology,Increase the melee damage of all non-siege units by +1.,decarbonization,Decarbonization,upgrade_melee_damage_ii,Increase the melee damage of all non-siege units by +1.,3,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
954,953,,128070,od,orderofthedragon,hre_ha_01,double-broadax-2,Double Broadax,technology,Increase Villagers' gathering rate for Wood by 15%.,double-broadax,Double Broadax,upgrade_econ_resource_wood_harvest_rate_2,Increase Villagers' gathering rate for Wood by 15%.,2,,50,100,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
955,954,,2033746,od,orderofthedragon,hre_ha_01,drift-nets-3,Drift Nets,technology,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",drift-nets,Drift Nets,upgrade_econ_drift_nets,"Increase the gathering rate of Fishing Ships by +10%, carry capacity by +20 and move speed by +10%.",3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
956,955,,190779,od,orderofthedragon,hre_ha_01,elite-army-tactics-4,Elite Army Tactics,technology,Training elite infantry leads to improved prowess in battle. Melee Infantry gain +20% damage and +4 melee armor.,elite-army-tactics,Elite Army Tactics,upgrade_manatarms_elite_army_tactics,Training elite infantry leads to improved prowess in battle. Melee Infantry gain +20% damage and +4 melee armor.,4,,500,1000,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
957,956,,196883,od,orderofthedragon,hre_ha_01,explosives-4,Explosives,technology,Increase the damage of Incendiary Ships by +40%.,explosives,Explosives,upgrade_naval_explosives,Increase the damage of Incendiary Ships by +40%.,4,,150,350,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
958,957,,2033745,od,orderofthedragon,hre_ha_01,extended-lines-2,Extended Lines,technology,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,extended-lines,Extended Lines,upgrade_econ_extended_lines,Increase the gathering rate of Fishing Ships by +15% and carry capacity by +10.,2,,0,175,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
959,958,,2101642,od,orderofthedragon,hre_ha_01,extra-hammocks-3,Extra Hammocks,technology,Increases the number of arrows fired by Archer Ships by +1.,extra-hammocks,Extra Hammocks,upgrade_naval_extra_hammocks,Increases the number of arrows fired by Archer Ships by +1.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
960,959,,171292,od,orderofthedragon,hre_ha_01,fertilization-3,Fertilization,technology,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,fertilization,Fertilization,upgrade_econ_resource_food_harvest_rate_3,Increase Villagers' gathering rate for Food by 10%. Does not apply to hunted meat.,3,,0,250,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
961,960,,2034072,od,orderofthedragon,hre_ha_01,fire-stations-2,Fire Stations,technology,Military Ships regenerate +1 health every 2 seconds when out of combat.,fire-stations,Fire Stations,upgrade_naval_firestations_hre,Military Ships regenerate +1 health every 2 seconds when out of combat.,2,,100,250,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
962,961,,188116,od,orderofthedragon,hre_ha_01,fitted-leatherwork-2,Fitted Leatherwork,technology,Increase the melee armor of all non-siege units by +1.,fitted-leatherwork,Fitted Leatherwork,upgrade_melee_armor_i,Increase the melee armor of all non-siege units by +1.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
963,962,,171999,od,orderofthedragon,hre_ha_01,forestry-1,Forestry,technology,Double the rate at which Villagers chop down trees.,forestry,Forestry,upgrade_econ_resource_wood_fell_rate_1,Double the rate at which Villagers chop down trees.,1,,25,50,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
964,963,,127331,od,orderofthedragon,hre_ha_01,fortify-outpost-2,Fortify Outpost,technology,Add +1000 health and +5 fire armor to this Outpost.,fortify-outpost,Fortify Outpost,upgrade_outpost_stone,Add +1000 health and +5 fire armor to this Outpost.,2,,0,0,0,100,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
965,964,,127863,od,orderofthedragon,hre_ha_01,geometry-4,Geometry,technology,Increase damage of Trebuchets by +20%.,geometry,Geometry,upgrade_siege_mathematics,Increase damage of Trebuchets by +20%.,4,,0,225,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
966,965,,2140670,od,orderofthedragon,hre_ha_01,golden-cuirass-2,Golden Cuirass,technology,Gilded Men-at-Arms who fall below 30% health take -20% damage.,golden-cuirass,Golden Cuirass,upgrade_golden_cuirass_hre_ha_01,Gilded Men-at-Arms who fall below 30% health take -20% damage.,2,,100,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
967,966,,191268,od,orderofthedragon,hre_ha_01,greased-axles-3,Greased Axles,technology,Increase the movement speed of siege engines by +15%.,greased-axles,Greased Axles,upgrade_siege_weapon_speed,Increase the movement speed of siege engines by +15%.,3,,0,350,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
968,967,,2101720,od,orderofthedragon,hre_ha_01,heated-shot-4,Heated Shot,technology,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",heated-shot,Heated Shot,upgrade_naval_heated_shot,"Archer Ship arrows light enemy Ships on fire, dealing damage over time.",4,,0,500,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
969,968,,2140414,od,orderofthedragon,hre_ha_01,heavy-torches-2,Heavy Torches,technology,Gilded Spearman torches deal area of effect damage.,heavy-torches,Heavy Torches,upgrade_dragon_fire_hre_ha_01,Gilded Spearman torches deal area of effect damage.,2,,50,125,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
