id,IDUnit,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
610,609,,2058832,ot,ottomans,ottoman,great-bombard-4,Great Bombard,unit,"Largest cannon that can be fielded. Excellent against buildings or groups of targets.
+ High damage
+ Area damage
+ Long Range
- Must be set up to fire",great-bombard,Great Bombard,unit_great_bombard_4_ott,"Largest cannon that can be fielded. Excellent against buildings or groups of targets.
+ High damage
+ Area damage
+ Long Range
- Must be set up to fire",4,250.0,0,800,450,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
611,610,,2046446,ot,ottomans,ottoman,hulk-2,Hulk,unit,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",hulk,Hulk,unit_naval_combat_ship_2_ott,"Ship equipped with broadside ballistae.
+ Strong against Arrow Ships
- Lower maneuverability",2,450.0,110,30,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
612,611,,2046445,ot,ottomans,ottoman,imam-3,Imam,unit,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Heals friendly units
- Slow movement speed",imam,Imam,unit_monk_3_ott,"Support unit with no combat capability. Can pick up Relics, convert enemy units, and capture Sacred Sites.
+ Heals friendly units
- Slow movement speed",3,90.0,0,150,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
613,612,,2059265,ot,ottomans,ottoman,janissary-3,Janissary,unit,"Powerful infantry effective against cavalry and can repair siege engines.
+ High damage
+ Bonus damage against cavalry
- High cost
- Slow movement speed
- Receives additional damage from Archers.",janissary,Janissary,unit_handcannon_3_ott,"Powerful infantry effective against cavalry and can repair siege engines.
+ High damage
+ Bonus damage against cavalry
- High cost
- Slow movement speed
- Receives additional damage from Archers.",3,90.0,60,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
614,613,,2046435,ot,ottomans,ottoman,janissary-4,Elite Janissary,unit,"Powerful infantry effective against cavalry and can repair siege engines.
+ High damage
+ Bonus damage against cavalry
- High cost
- Slow movement speed
- Receives additional damage from Archers.",janissary,Elite Janissary,unit_handcannon_4_ott,"Powerful infantry effective against cavalry and can repair siege engines.
+ High damage
+ Bonus damage against cavalry
- High cost
- Slow movement speed
- Receives additional damage from Archers.",4,105.0,60,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
615,614,,2046440,ot,ottomans,ottoman,lancer-3,Lancer,unit,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",lancer,Lancer,unit_knight_3_ott,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",3,230.0,140,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
616,615,,2046441,ot,ottomans,ottoman,lancer-4,Elite Lancer,unit,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",lancer,Elite Lancer,unit_knight_4_ott,"Expensive cavalry with high damage and melee armor. Effective against melee units.
+ Heavy armor
+ Strong in melee combat
- Countered by Spearmen and Crossbowmen",4,270.0,140,100,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
617,616,,2046442,ot,ottomans,ottoman,man-at-arms-3,Man-at-Arms,unit,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",man-at-arms,Man-at-Arms,unit_manatarms_3_ott,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",3,155.0,100,20,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
618,617,,2046443,ot,ottomans,ottoman,man-at-arms-4,Elite Man-at-Arms,unit,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",man-at-arms,Elite Man-at-Arms,unit_manatarms_4_ott,"Tough infantry with good damage.
+ High armor
- Slow movement
- Countered by Knights, Lancers, and Crossbowmen",4,180.0,100,20,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
619,618,,2046444,ot,ottomans,ottoman,mangonel-3,Mangonel,unit,"Fires multiple projectiles dealing damage in an area.
+ Effective against massed units
- Must be set up to fire",mangonel,Mangonel,unit_mangonel_3_ott,"Fires multiple projectiles dealing damage in an area.
+ Effective against massed units
- Must be set up to fire",3,130.0,0,200,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
620,619,,2059263,ot,ottomans,ottoman,mehter-2,Mehter,unit,"War drummer that enhances units in an area, except Villagers and Traders.
+ War drum military enhancements
+ High movement speed
- No weapons",mehter,Mehter,unit_mehter_2_ott,"War drummer that enhances units in an area, except Villagers and Traders.
+ War drum military enhancements
+ High movement speed
- No weapons",2,160.0,100,80,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
621,620,,2046454,ot,ottomans,ottoman,ribauldequin-4,Ribauldequin,unit,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",ribauldequin,Ribauldequin,unit_ribauldequin_4_ott,"Five-barreled gunpowder weapon effective against massed units. Deals little damage to buildings.
+ Can hit multiple targets in a single volley
- Short range
- Low ranged armor",4,225.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
622,621,,2046455,ot,ottomans,ottoman,scout-1,Scout,unit,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",scout,Scout,unit_scout_1_ott,"Lightly armed cavalry effective at exploring the world, hunting wildlife, and herding Sheep.
+ Able to see into Stealth Forests
+ Health regeneration
+ High movement speed
- Very weak in combat",1,110.0,70,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
623,622,,2034654,ot,ottomans,ottoman,siege-tower-2,Siege Tower,unit,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",siege-tower,Siege Tower,unit_siege_tower_3_ott,"Tall infantry transport with no combat capability. Allows garrisoned infantry to be unloaded directly onto Stone Walls.
+ High ranged armor
- Cannot attack
- Slow movement speed",2,480.0,0,0,125,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
624,623,,2046436,ot,ottomans,ottoman,sipahi-2,Sipahi,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",sipahi,Sipahi,unit_horseman_2_ott,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",2,155.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
625,624,,2046437,ot,ottomans,ottoman,sipahi-3,Veteran Sipahi,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",sipahi,Veteran Sipahi,unit_horseman_3_ott,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",3,185.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
626,625,,2046438,ot,ottomans,ottoman,sipahi-4,Elite Sipahi,unit,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",sipahi,Elite Sipahi,unit_horseman_4_ott,"Fast cavalry effective at raiding, flanking, and countering ranged units. Can gain attack speed at the cost of melee defense.
+ High movement speed
+ Strong against ranged units
- Weak against melee units
- Countered by Spearmen",4,220.0,120,0,40,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
627,626,,2046458,ot,ottomans,ottoman,spearman-1,Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Spearman,unit_spearman_1_ott,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",1,80.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
628,627,,2046460,ot,ottomans,ottoman,spearman-2,Hardened Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Hardened Spearman,unit_spearman_2_ott,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",2,90.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
629,628,,2046462,ot,ottomans,ottoman,spearman-3,Veteran Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Veteran Spearman,unit_spearman_3_ott,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",3,110.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
630,629,,2046464,ot,ottomans,ottoman,spearman-4,Elite Spearman,unit,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",spearman,Elite Spearman,unit_spearman_4_ott,"Infantry best used against mounted units.
+ Anti-cavalry specialist
- Weak against armored infantry
- Countered by Archers",4,130.0,60,0,20,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
631,630,,2046465,ot,ottomans,ottoman,springald-3,Springald,unit,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",springald,Springald,unit_springald_3_ott,"Anti-unit siege weapon. Fires bolts that pierce multiple units.
+ Does not require setup to fire
+ Bonus damage vs. melee infantry
- Trivial damage vs. buildings",3,75.0,0,100,150,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
632,631,,2110038,ot,ottomans,ottoman,trade-ship-2,Trade Ship,unit,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",trade-ship,Trade Ship,unit_naval_trade_ship_3_ott,"Trade Ships generate Gold and Wood when assigned to a trade route with a Coastal Trade Post or another player's Dock.
- No combat",2,225.0,0,100,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
633,632,,2046466,ot,ottomans,ottoman,trader-1,Trader,unit,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",trader,Trader,unit_trade_cart_ott,"Traders generate Gold when assigned to trade with a Trade Post or another player’s Market. The distance between the trade target and Market determines the amount of Gold. Once assigned to trade, the Trader makes repeated trips between its Home Market and the trade target. You can assign a new Home Market if you wish to.",1,90.0,0,60,60,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
634,633,,2046452,ot,ottomans,ottoman,transport-ship-2,Transport Ship,unit,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",transport-ship,Transport Ship,unit_naval_transport_ship_2_ott,"Large oared vessel able to transport land units across water.
+ Can be garrisoned by any unit
+ Uses sight range of units in garrison
- No combat",2,400.0,0,0,100,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
635,634,,2046469,ot,ottomans,ottoman,villager-1,Villager,unit,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat",villager,Villager,unit_villager_1_ott,"Gathers Wood, Food, Stone, and Gold. Builds and repairs buildings and can repair siege engines and naval units.
- Weak in combat",1,50.0,50,0,0,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
636,635,,133452,ru,rus,rus,archer-2,Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Archer,unit_archer_2_rus,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",2,70.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
637,636,,133453,ru,rus,rus,archer-3,Veteran Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Veteran Archer,unit_archer_3_rus,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",3,80.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
638,637,,133454,ru,rus,rus,archer-4,Elite Archer,unit,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",archer,Elite Archer,unit_archer_4_rus,"Cheap ranged infantry with good damage vs. unarmored targets.
+ High rate of fire
- Weak against armored targets
- Countered by Horsemen",4,95.0,30,0,50,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
639,638,,2108176,ru,rus,rus,battering-ram-2,Battering Ram,unit,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",battering-ram,Battering Ram,unit_workshop_ram_3_rus,"Durable infantry transport effective against buildings and walls.
+ High ranged armor
+ High health
- Takes bonus damage from melee attacks
- Can only attack buildings
- Slow movement speed",2,370.0,0,0,200,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
640,639,,133455,ru,rus,rus,bombard-4,Bombard,unit,"Intimidating siege gun excellent against buildings or any stubborn targets.
+ High damage
- Must be set up to fire",bombard,Bombard,unit_bombard_4_rus,"Intimidating siege gun excellent against buildings or any stubborn targets.
+ High damage
- Must be set up to fire",4,210.0,0,500,350,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
641,640,,133489,ru,rus,rus,counterweight-trebuchet-3,Counterweight Trebuchet,unit,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",counterweight-trebuchet,Counterweight Trebuchet,unit_trebuchet_4_cw_rus,"Powerful siege engine effective at destroying buildings and walls over a great distance.
+ Bonus damage vs buildings
- Must be set up to fire
- Inaccurate against units",3,140.0,0,150,400,0,,0,0,,1,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
